Accession	Dataset	Tissue	CellLine	PrimaryCell	Lab	Link	DataType	Controls
ENCFF000AVY	/experiments/ENCSR000APX/	.	H1	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000AVY/@@download/ENCFF000AVY.bigWig	signal	/files/ENCFF000AVF/, /files/ENCFF000AVG/, /files/ENCFF000AVH/, /files/ENCFF000AVM/, /files/ENCFF000AVR/, /files/ENCFF303YPV/, /files/ENCFF400SCD/, /files/ENCFF178MIM/, /files/ENCFF740ECI/, /files/ENCFF145GCJ/, /files/ENCFF659UFR/, /files/ENCFF164ZWM/, /files/ENCFF809ZPN/, /files/ENCFF508ZFI/, /files/ENCFF763DAQ/, /files/ENCFF805KPU/, /files/ENCFF036EGF/, /files/ENCFF191QXK/, /files/ENCFF663FLW/, /files/ENCFF689EIT/, /files/ENCFF698YIB/, /files/ENCFF837MEC/, /files/ENCFF635VQA/, /files/ENCFF064XIS/, /files/ENCFF472QMD/, /files/ENCFF138KKQ/, /files/ENCFF368CYL/, /files/ENCFF393KUX/, /files/ENCFF401LXB/, /files/ENCFF064DDT/, /files/ENCFF452JET/, /files/ENCFF234FUH/, /files/ENCFF292NRA/, /files/ENCFF241XBE/, /files/ENCFF711MVG/, /files/ENCFF370QWD/, /files/ENCFF037PMO/, /files/ENCFF850EIY/, /files/ENCFF727XHW/, /files/ENCFF790CGF/, /files/ENCFF447DQQ/, /files/ENCFF243MTV/, /files/ENCFF344OKG/, /files/ENCFF504ZFN/, /files/ENCFF473WBH/, /files/ENCFF994DDP/
ENCFF000AXU	/experiments/ENCSR000APY/	.	H1	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000AXU/@@download/ENCFF000AXU.bigWig	signal	/files/ENCFF000AVF/, /files/ENCFF000AVG/, /files/ENCFF000AVH/, /files/ENCFF000AVM/, /files/ENCFF000AVR/, /files/ENCFF303YPV/, /files/ENCFF400SCD/, /files/ENCFF178MIM/, /files/ENCFF740ECI/, /files/ENCFF145GCJ/, /files/ENCFF659UFR/, /files/ENCFF164ZWM/, /files/ENCFF809ZPN/, /files/ENCFF508ZFI/, /files/ENCFF763DAQ/, /files/ENCFF805KPU/, /files/ENCFF036EGF/, /files/ENCFF191QXK/, /files/ENCFF663FLW/, /files/ENCFF689EIT/, /files/ENCFF698YIB/, /files/ENCFF837MEC/, /files/ENCFF635VQA/, /files/ENCFF064XIS/, /files/ENCFF472QMD/, /files/ENCFF138KKQ/, /files/ENCFF368CYL/, /files/ENCFF393KUX/, /files/ENCFF401LXB/, /files/ENCFF064DDT/, /files/ENCFF452JET/, /files/ENCFF234FUH/, /files/ENCFF292NRA/, /files/ENCFF241XBE/, /files/ENCFF711MVG/, /files/ENCFF370QWD/, /files/ENCFF037PMO/, /files/ENCFF850EIY/, /files/ENCFF727XHW/, /files/ENCFF790CGF/, /files/ENCFF447DQQ/, /files/ENCFF243MTV/, /files/ENCFF344OKG/, /files/ENCFF504ZFN/, /files/ENCFF473WBH/, /files/ENCFF994DDP/
ENCFF000AVN	/experiments/ENCSR000AMF/	.	H1	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000AVN/@@download/ENCFF000AVN.bigWig	signal	/files/ENCFF000AVF/, /files/ENCFF000AVG/, /files/ENCFF000AVH/, /files/ENCFF000AVM/, /files/ENCFF000AVR/, /files/ENCFF303YPV/, /files/ENCFF400SCD/, /files/ENCFF178MIM/, /files/ENCFF740ECI/, /files/ENCFF145GCJ/, /files/ENCFF659UFR/, /files/ENCFF164ZWM/, /files/ENCFF809ZPN/, /files/ENCFF508ZFI/, /files/ENCFF763DAQ/, /files/ENCFF805KPU/, /files/ENCFF036EGF/, /files/ENCFF191QXK/, /files/ENCFF663FLW/, /files/ENCFF689EIT/, /files/ENCFF698YIB/, /files/ENCFF837MEC/, /files/ENCFF635VQA/, /files/ENCFF064XIS/, /files/ENCFF472QMD/, /files/ENCFF138KKQ/, /files/ENCFF368CYL/, /files/ENCFF393KUX/, /files/ENCFF401LXB/, /files/ENCFF064DDT/, /files/ENCFF452JET/, /files/ENCFF234FUH/, /files/ENCFF292NRA/, /files/ENCFF241XBE/, /files/ENCFF711MVG/, /files/ENCFF370QWD/, /files/ENCFF037PMO/, /files/ENCFF850EIY/, /files/ENCFF727XHW/, /files/ENCFF790CGF/, /files/ENCFF447DQQ/, /files/ENCFF243MTV/, /files/ENCFF344OKG/, /files/ENCFF504ZFN/, /files/ENCFF473WBH/, /files/ENCFF994DDP/
ENCFF001FHZ	/experiments/ENCSR000DTN/	.	.	choroid plexus epithelial cell	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FHZ/@@download/ENCFF001FHZ.bigWig	raw signal	/files/ENCFF001HLF/, /files/ENCFF001HLH/, /files/ENCFF001HLR/, /files/ENCFF667PKS/, /files/ENCFF227BBG/, /files/ENCFF458CWA/, /files/ENCFF783NTR/
ENCFF001FIC	/experiments/ENCSR000DTN/	.	.	choroid plexus epithelial cell	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FIC/@@download/ENCFF001FIC.bigWig	raw signal	/files/ENCFF001HLF/, /files/ENCFF001HLH/, /files/ENCFF001HLR/, /files/ENCFF667PKS/, /files/ENCFF227BBG/, /files/ENCFF458CWA/, /files/ENCFF783NTR/
ENCFF000CDV	/experiments/ENCSR000ATF/	.	.	CD14-positive monocyte	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CDV/@@download/ENCFF000CDV.bigWig	signal	/files/ENCFF000CCJ/, /files/ENCFF000CCL/, /files/ENCFF000CCM/, /files/ENCFF000CCQ/, /files/ENCFF000CCW/, /files/ENCFF383QCX/, /files/ENCFF865NTT/, /files/ENCFF545JWL/, /files/ENCFF075YNC/, /files/ENCFF695ZNW/, /files/ENCFF914LSY/, /files/ENCFF572RFU/, /files/ENCFF701QJX/, /files/ENCFF730IJS/, /files/ENCFF692GVG/, /files/ENCFF244XQF/, /files/ENCFF365LFR/, /files/ENCFF020SWF/, /files/ENCFF894MBE/, /files/ENCFF172HPC/
ENCFF000CSD	/experiments/ENCSR000AMU/	.	.	fibroblast of lung	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CSD/@@download/ENCFF000CSD.bigWig	signal	/files/ENCFF000CQE/, /files/ENCFF000CQF/, /files/ENCFF000CQH/, /files/ENCFF000CQO/, /files/ENCFF000CQP/, /files/ENCFF554LJZ/, /files/ENCFF681UKF/, /files/ENCFF386PAD/, /files/ENCFF007RSP/, /files/ENCFF923PUU/, /files/ENCFF208SHP/, /files/ENCFF552KRT/, /files/ENCFF250VFW/, /files/ENCFF579ZCP/
ENCFF001GER	/experiments/ENCSR000DXP/	.	SK-N-SH	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001GER/@@download/ENCFF001GER.bigWig	raw signal	/files/ENCFF001HXR/, /files/ENCFF001HXS/, /files/ENCFF001HYC/, /files/ENCFF476JOC/, /files/ENCFF968MUT/, /files/ENCFF005RVN/, /files/ENCFF328BRW/
ENCFF001GES	/experiments/ENCSR000DXP/	.	SK-N-SH	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001GES/@@download/ENCFF001GES.bigWig	raw signal	/files/ENCFF001HXR/, /files/ENCFF001HXS/, /files/ENCFF001HYC/, /files/ENCFF476JOC/, /files/ENCFF968MUT/, /files/ENCFF005RVN/, /files/ENCFF328BRW/
ENCFF000BYN	/experiments/ENCSR000AKV/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BYN/@@download/ENCFF000BYN.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF001EWM	/experiments/ENCSR000DRG/	.	GM12866	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001EWM/@@download/ENCFF001EWM.bigWig	raw signal	
ENCFF000BGM	/experiments/ENCSR000AMD/	.	HepG2	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BGM/@@download/ENCFF000BGM.bigWig	signal	/files/ENCFF463RRE/, /files/ENCFF574VLI/, /files/ENCFF162ADN/, /files/ENCFF066LYG/, /files/ENCFF642ZJC/, /files/ENCFF474ZPM/, /files/ENCFF854ELY/, /files/ENCFF356QYZ/, /files/ENCFF608CWZ/, /files/ENCFF881CNC/, /files/ENCFF369RYY/, /files/ENCFF653JWL/, /files/ENCFF255TUT/, /files/ENCFF274GMA/, /files/ENCFF122NRW/, /files/ENCFF645CCA/, /files/ENCFF719TUA/, /files/ENCFF303SPG/, /files/ENCFF149EKR/, /files/ENCFF943MYJ/, /files/ENCFF265ZJL/, /files/ENCFF705NOL/, /files/ENCFF569GTH/, /files/ENCFF165PBN/
ENCFF000CJI	/experiments/ENCSR000ATG/	.	.	fibroblast of dermis	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CJI/@@download/ENCFF000CJI.bigWig	signal	/files/ENCFF000CIN/, /files/ENCFF000CIO/, /files/ENCFF000CIP/, /files/ENCFF000CIU/, /files/ENCFF000CIW/, /files/ENCFF090CYH/, /files/ENCFF138XPE/, /files/ENCFF898XQK/, /files/ENCFF860HKY/, /files/ENCFF955HWE/, /files/ENCFF412GJA/, /files/ENCFF859VNG/, /files/ENCFF204ZPV/, /files/ENCFF092GQD/, /files/ENCFF753JIU/, /files/ENCFF615VVU/, /files/ENCFF487DBD/, /files/ENCFF782IQQ/, /files/ENCFF739WQP/, /files/ENCFF005RXL/, /files/ENCFF429XTA/, /files/ENCFF638YZB/
ENCFF000BCD	/experiments/ENCSR000AOD/	.	HeLa-S3	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BCD/@@download/ENCFF000BCD.bigWig	signal	/files/ENCFF000BAF/, /files/ENCFF000BAH/, /files/ENCFF000BAI/, /files/ENCFF000BAO/, /files/ENCFF000BAU/, /files/ENCFF954DWW/, /files/ENCFF713YQB/, /files/ENCFF818YAG/, /files/ENCFF432JPE/, /files/ENCFF250XLH/, /files/ENCFF930VIN/, /files/ENCFF451SVK/, /files/ENCFF385UZW/, /files/ENCFF820FDY/
ENCFF000CPG	/experiments/ENCSR000ALP/	.	.	keratinocyte	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CPG/@@download/ENCFF000CPG.bigWig	signal	/files/ENCFF000CLV/, /files/ENCFF000CLW/, /files/ENCFF000CLX/, /files/ENCFF000CMD/, /files/ENCFF000CMJ/, /files/ENCFF604QBU/, /files/ENCFF292GHV/, /files/ENCFF221LXY/, /files/ENCFF377CTF/, /files/ENCFF516NPM/, /files/ENCFF050XUG/, /files/ENCFF288LLD/, /files/ENCFF587LRA/, /files/ENCFF715NGU/
ENCFF000BRI	/experiments/ENCSR000ASC/	.	.	endothelial cell of umbilical vein	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BRI/@@download/ENCFF000BRI.bigWig	signal	/files/ENCFF000BQJ/, /files/ENCFF000BQK/, /files/ENCFF000BQM/, /files/ENCFF000BQP/, /files/ENCFF000BQS/, /files/ENCFF000BQV/, /files/ENCFF000BQW/, /files/ENCFF780ZFP/, /files/ENCFF261CBZ/, /files/ENCFF771PFZ/, /files/ENCFF039WIG/, /files/ENCFF636OYP/, /files/ENCFF496RFB/, /files/ENCFF907AUP/
ENCFF000VDW	/experiments/ENCSR000EVZ/	.	K562	.	Peggy Farnham, USC	https://www.encodeproject.org/files/ENCFF000VDW/@@download/ENCFF000VDW.bigWig	signal	/files/ENCFF000VDZ/, /files/ENCFF000VEA/, /files/ENCFF000VEK/, /files/ENCFF627RBN/, /files/ENCFF051ZZR/, /files/ENCFF390OZW/, /files/ENCFF355SGP/
ENCFF001HMH	/experiments/ENCSR000DTS/	.	.	epithelial cell of esophagus	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001HMH/@@download/ENCFF001HMH.bigWig	raw signal	
ENCFF001FGS	/experiments/ENCSR000DTE/	.	.	cardiac fibroblast	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FGS/@@download/ENCFF001FGS.bigWig	raw signal	/files/ENCFF001HJZ/, /files/ENCFF001HKA/, /files/ENCFF001HKG/, /files/ENCFF965YGZ/, /files/ENCFF683AKU/, /files/ENCFF699ETI/, /files/ENCFF521ZBF/
ENCFF001FGT	/experiments/ENCSR000DTE/	.	.	cardiac fibroblast	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FGT/@@download/ENCFF001FGT.bigWig	raw signal	/files/ENCFF001HJZ/, /files/ENCFF001HKA/, /files/ENCFF001HKG/, /files/ENCFF965YGZ/, /files/ENCFF683AKU/, /files/ENCFF699ETI/, /files/ENCFF521ZBF/
ENCFF001FJA	/experiments/ENCSR000DTT/	.	.	epithelial cell of esophagus	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FJA/@@download/ENCFF001FJA.bigWig	raw signal	/files/ENCFF001HMG/, /files/ENCFF001HMH/, /files/ENCFF001HMS/, /files/ENCFF008DOI/, /files/ENCFF255XVF/, /files/ENCFF643VRW/, /files/ENCFF145CAZ/
ENCFF001FJB	/experiments/ENCSR000DTT/	.	.	epithelial cell of esophagus	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FJB/@@download/ENCFF001FJB.bigWig	raw signal	/files/ENCFF001HMG/, /files/ENCFF001HMH/, /files/ENCFF001HMS/, /files/ENCFF008DOI/, /files/ENCFF255XVF/, /files/ENCFF643VRW/, /files/ENCFF145CAZ/
ENCFF001HMD	/experiments/ENCSR000DTR/	.	.	epithelial cell of esophagus	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001HMD/@@download/ENCFF001HMD.bigWig	raw signal	/files/ENCFF001HMG/, /files/ENCFF001HMH/, /files/ENCFF001HMS/, /files/ENCFF008DOI/, /files/ENCFF255XVF/, /files/ENCFF643VRW/, /files/ENCFF145CAZ/
ENCFF001HMF	/experiments/ENCSR000DTR/	.	.	epithelial cell of esophagus	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001HMF/@@download/ENCFF001HMF.bigWig	raw signal	/files/ENCFF001HMG/, /files/ENCFF001HMH/, /files/ENCFF001HMS/, /files/ENCFF008DOI/, /files/ENCFF255XVF/, /files/ENCFF643VRW/, /files/ENCFF145CAZ/
ENCFF001EWS	/experiments/ENCSR000DRS/	.	GM12875	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001EWS/@@download/ENCFF001EWS.bigWig	raw signal	/files/ENCFF001HHI/, /files/ENCFF001HHK/, /files/ENCFF001HHU/, /files/ENCFF335FVF/, /files/ENCFF490MFW/, /files/ENCFF684GUW/, /files/ENCFF182XEA/
ENCFF001HCN	/experiments/ENCSR000DRE/	.	GM12865	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001HCN/@@download/ENCFF001HCN.bigWig	raw signal	/files/ENCFF001HCT/, /files/ENCFF001HCU/, /files/ENCFF001HDF/, /files/ENCFF075MWT/, /files/ENCFF801BOV/, /files/ENCFF593BXM/, /files/ENCFF108NWK/
ENCFF001HCO	/experiments/ENCSR000DRE/	.	GM12865	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001HCO/@@download/ENCFF001HCO.bigWig	raw signal	/files/ENCFF001HCT/, /files/ENCFF001HCU/, /files/ENCFF001HDF/, /files/ENCFF075MWT/, /files/ENCFF801BOV/, /files/ENCFF593BXM/, /files/ENCFF108NWK/
ENCFF001HCP	/experiments/ENCSR000DRE/	.	GM12865	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001HCP/@@download/ENCFF001HCP.bigWig	raw signal	/files/ENCFF001HCT/, /files/ENCFF001HCU/, /files/ENCFF001HDF/, /files/ENCFF075MWT/, /files/ENCFF801BOV/, /files/ENCFF593BXM/, /files/ENCFF108NWK/
ENCFF000BYH	/experiments/ENCSR000APD/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BYH/@@download/ENCFF000BYH.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF001FPO	/experiments/ENCSR000DVC/	.	.	fibroblast of lung	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FPO/@@download/ENCFF001FPO.bigWig	raw signal	/files/ENCFF001HQW/, /files/ENCFF001HQX/, /files/ENCFF001HRI/, /files/ENCFF067VME/, /files/ENCFF741CYK/, /files/ENCFF468MCN/, /files/ENCFF138KCG/
ENCFF001FPP	/experiments/ENCSR000DVC/	.	.	fibroblast of lung	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FPP/@@download/ENCFF001FPP.bigWig	raw signal	/files/ENCFF001HQW/, /files/ENCFF001HQX/, /files/ENCFF001HRI/, /files/ENCFF067VME/, /files/ENCFF741CYK/, /files/ENCFF468MCN/, /files/ENCFF138KCG/
ENCFF000AUF	/experiments/ENCSR000AKH/	.	GM12878	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000AUF/@@download/ENCFF000AUF.bigWig	signal	/files/ENCFF000AQZ/, /files/ENCFF000ARA/, /files/ENCFF000ARD/, /files/ENCFF000ARK/, /files/ENCFF000ARO/, /files/ENCFF231IAK/, /files/ENCFF651UIO/, /files/ENCFF858ORL/, /files/ENCFF684NLR/, /files/ENCFF303HPA/, /files/ENCFF797ARJ/, /files/ENCFF434HLD/, /files/ENCFF611CHF/, /files/ENCFF852TVX/, /files/ENCFF873ZWP/, /files/ENCFF953EVD/, /files/ENCFF547XEQ/, /files/ENCFF055OBO/, /files/ENCFF691DXH/, /files/ENCFF151JBU/, /files/ENCFF213TCX/, /files/ENCFF339YTX/, /files/ENCFF663HUX/, /files/ENCFF430BAQ/, /files/ENCFF624TPS/, /files/ENCFF232FPZ/
ENCFF000VHZ	/experiments/ENCSR000EXD/	.	NT2/D1	.	Peggy Farnham, USC	https://www.encodeproject.org/files/ENCFF000VHZ/@@download/ENCFF000VHZ.bigWig	signal	/files/ENCFF000VII/, /files/ENCFF000VIJ/, /files/ENCFF000VJV/, /files/ENCFF000ZMW/, /files/ENCFF000ZMZ/, /files/ENCFF000ZNE/, /files/ENCFF585ORN/, /files/ENCFF513RSP/, /files/ENCFF205KMO/, /files/ENCFF293DEQ/
ENCFF001GAK	/experiments/ENCSR000DWV/	.	.	keratinocyte	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001GAK/@@download/ENCFF001GAK.bigWig	raw signal	/files/ENCFF001HVM/, /files/ENCFF001HVO/, /files/ENCFF001HVV/, /files/ENCFF969GRO/, /files/ENCFF962BWT/, /files/ENCFF358LHD/, /files/ENCFF707BUF/
ENCFF001GAL	/experiments/ENCSR000DWV/	.	.	keratinocyte	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001GAL/@@download/ENCFF001GAL.bigWig	raw signal	/files/ENCFF001HVM/, /files/ENCFF001HVO/, /files/ENCFF001HVV/, /files/ENCFF969GRO/, /files/ENCFF962BWT/, /files/ENCFF358LHD/, /files/ENCFF707BUF/
ENCFF000CEB	/experiments/ENCSR000ASP/	.	.	CD14-positive monocyte	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CEB/@@download/ENCFF000CEB.bigWig	signal	/files/ENCFF000CCJ/, /files/ENCFF000CCL/, /files/ENCFF000CCM/, /files/ENCFF000CCQ/, /files/ENCFF000CCW/, /files/ENCFF383QCX/, /files/ENCFF865NTT/, /files/ENCFF545JWL/, /files/ENCFF075YNC/, /files/ENCFF695ZNW/, /files/ENCFF914LSY/, /files/ENCFF572RFU/, /files/ENCFF701QJX/, /files/ENCFF730IJS/, /files/ENCFF692GVG/, /files/ENCFF244XQF/, /files/ENCFF365LFR/, /files/ENCFF020SWF/, /files/ENCFF894MBE/, /files/ENCFF172HPC/
ENCFF001ETR	/experiments/ENCSR000DQR/	.	.	B cell	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001ETR/@@download/ENCFF001ETR.bigWig	raw signal	/files/ENCFF001HAN/, /files/ENCFF001HAO/, /files/ENCFF001HAY/, /files/ENCFF024LIF/, /files/ENCFF390WET/, /files/ENCFF449OJH/, /files/ENCFF211ZXO/
ENCFF001FQB	/experiments/ENCSR000DVF/	.	.	kidney epithelial cell	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FQB/@@download/ENCFF001FQB.bigWig	raw signal	/files/ENCFF001HRJ/, /files/ENCFF001HRK/, /files/ENCFF001HRU/, /files/ENCFF047NAO/, /files/ENCFF115YWW/, /files/ENCFF735TUW/, /files/ENCFF213ZXO/
ENCFF001FQC	/experiments/ENCSR000DVF/	.	.	kidney epithelial cell	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FQC/@@download/ENCFF001FQC.bigWig	raw signal	/files/ENCFF001HRJ/, /files/ENCFF001HRK/, /files/ENCFF001HRU/, /files/ENCFF047NAO/, /files/ENCFF115YWW/, /files/ENCFF735TUW/, /files/ENCFF213ZXO/
ENCFF000BSL	/experiments/ENCSR000ALC/	.	.	endothelial cell of umbilical vein	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BSL/@@download/ENCFF000BSL.bigWig	signal	/files/ENCFF000BQJ/, /files/ENCFF000BQK/, /files/ENCFF000BQM/, /files/ENCFF000BQP/, /files/ENCFF000BQS/, /files/ENCFF000BQV/, /files/ENCFF000BQW/, /files/ENCFF780ZFP/, /files/ENCFF261CBZ/, /files/ENCFF771PFZ/, /files/ENCFF039WIG/, /files/ENCFF636OYP/, /files/ENCFF496RFB/, /files/ENCFF907AUP/
ENCFF001FHN	/experiments/ENCSR000DTK/	.	.	cardiac muscle cell	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FHN/@@download/ENCFF001FHN.bigWig	raw signal	/files/ENCFF001HKS/, /files/ENCFF001HKW/, /files/ENCFF001HLJ/, /files/ENCFF293QZV/, /files/ENCFF757OWU/, /files/ENCFF769RBW/, /files/ENCFF234EAH/
ENCFF001FHO	/experiments/ENCSR000DTK/	.	.	cardiac muscle cell	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FHO/@@download/ENCFF001FHO.bigWig	raw signal	/files/ENCFF001HKS/, /files/ENCFF001HKW/, /files/ENCFF001HLJ/, /files/ENCFF293QZV/, /files/ENCFF757OWU/, /files/ENCFF769RBW/, /files/ENCFF234EAH/
ENCFF000AMA	/experiments/ENCSR000AUO/	.	A549	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000AMA/@@download/ENCFF000AMA.bigWig	signal	/files/ENCFF000AHC/, /files/ENCFF000AHD/, /files/ENCFF000AHF/, /files/ENCFF000AHM/, /files/ENCFF000AHV/, /files/ENCFF948UNV/, /files/ENCFF482SGU/, /files/ENCFF043PUQ/, /files/ENCFF114ODP/, /files/ENCFF408NTN/, /files/ENCFF987CPC/, /files/ENCFF957AOI/, /files/ENCFF502CGT/, /files/ENCFF271TLF/, /files/ENCFF122PEM/, /files/ENCFF719NBM/, /files/ENCFF550UKJ/, /files/ENCFF824LNT/
ENCFF000BPP	/experiments/ENCSR000ANZ/	.	.	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BPP/@@download/ENCFF000BPP.bigWig	signal	/files/ENCFF000BNE/, /files/ENCFF000BNF/, /files/ENCFF000BNH/, /files/ENCFF000BNO/, /files/ENCFF000BNR/, /files/ENCFF384SVU/, /files/ENCFF742NGM/, /files/ENCFF408COK/, /files/ENCFF882RJG/, /files/ENCFF115XVH/, /files/ENCFF712QEE/, /files/ENCFF900ZEG/, /files/ENCFF695JTM/, /files/ENCFF559IIB/, /files/ENCFF180ALL/, /files/ENCFF341IUA/, /files/ENCFF873IRA/, /files/ENCFF512CVC/
ENCFF000AYI	/experiments/ENCSR000AMH/	.	H1	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000AYI/@@download/ENCFF000AYI.bigWig	signal	/files/ENCFF000AVF/, /files/ENCFF000AVG/, /files/ENCFF000AVH/, /files/ENCFF000AVM/, /files/ENCFF000AVR/, /files/ENCFF303YPV/, /files/ENCFF400SCD/, /files/ENCFF178MIM/, /files/ENCFF740ECI/, /files/ENCFF145GCJ/, /files/ENCFF659UFR/, /files/ENCFF164ZWM/, /files/ENCFF809ZPN/, /files/ENCFF508ZFI/, /files/ENCFF763DAQ/, /files/ENCFF805KPU/, /files/ENCFF036EGF/, /files/ENCFF191QXK/, /files/ENCFF663FLW/, /files/ENCFF689EIT/, /files/ENCFF698YIB/, /files/ENCFF837MEC/, /files/ENCFF635VQA/, /files/ENCFF064XIS/, /files/ENCFF472QMD/, /files/ENCFF138KKQ/, /files/ENCFF368CYL/, /files/ENCFF393KUX/, /files/ENCFF401LXB/, /files/ENCFF064DDT/, /files/ENCFF452JET/, /files/ENCFF234FUH/, /files/ENCFF292NRA/, /files/ENCFF241XBE/, /files/ENCFF711MVG/, /files/ENCFF370QWD/, /files/ENCFF037PMO/, /files/ENCFF850EIY/, /files/ENCFF727XHW/, /files/ENCFF790CGF/, /files/ENCFF447DQQ/, /files/ENCFF243MTV/, /files/ENCFF344OKG/, /files/ENCFF504ZFN/, /files/ENCFF473WBH/, /files/ENCFF994DDP/
ENCFF000BKU	/experiments/ENCSR000APA/	.	.	skeletal muscle myoblast	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BKU/@@download/ENCFF000BKU.bigWig	signal	/files/ENCFF000BJZ/, /files/ENCFF000BKA/, /files/ENCFF000BKD/, /files/ENCFF000BKI/, /files/ENCFF000BKK/, /files/ENCFF009XHG/, /files/ENCFF298NLV/, /files/ENCFF791XAM/, /files/ENCFF698ZZD/, /files/ENCFF208RCO/, /files/ENCFF325AJA/, /files/ENCFF130ENW/, /files/ENCFF003XTF/, /files/ENCFF589EFJ/
ENCFF001ESK	/experiments/ENCSR000DQK/	.	Caco-2	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001ESK/@@download/ENCFF001ESK.bigWig	raw signal	/files/ENCFF001HAF/, /files/ENCFF001HAH/, /files/ENCFF001HAM/, /files/ENCFF863KCT/, /files/ENCFF851MPE/, /files/ENCFF168ONS/, /files/ENCFF610PHZ/
